# playback: video1_720p60.playback.raw capture: video1_720p60.capture.raw
# Timestamp: 2017-01-21 18:51:22.234760
# frame_index,sent_cpu_timestamp,received_cpu_timestamp,delay_cpu_time,sent_decklink_timestamp,received_decklink_time,delay_decklink_time,ssim_total,ssim_Y,ssim_Cb,ssim_Cr
24075,1485050314154348,1485050314673828,519480,80792983858,80793502628,518770,0.944213,0.882145,0.978588,0.971907
24077,1485050314187752,1485050314707152,519400,80793017221,80793535970,518749,0.943899,0.882132,0.97809,0.971475
24079,1485050314221102,1485050314740575,519473,80793050612,80793569359,518747,0.943698,0.88178,0.977901,0.971413
24081,1485050314254469,1485050314773886,519417,80793083975,80793602697,518722,0.943539,0.881152,0.97811,0.971354
24083,1485050314287833,1485050314807311,519478,80793117338,80793636086,518748,0.944187,0.882604,0.978228,0.9717
24085,1485050314321166,1485050314840616,519450,80793150674,80793669423,518749,0.943072,0.880055,0.97769,0.971472
24087,1485050314354524,1485050314873979,519455,80793184036,80793702785,518749,0.943166,0.8805,0.977719,0.971278
24089,1485050314387905,1485050314907292,519387,80793217399,80793736147,518748,0.943393,0.879523,0.979125,0.971531
24091,1485050314421295,1485050314940645,519350,80793250794,80793769509,518715,0.94333,0.881047,0.977849,0.971095
24093,1485050314454657,1485050314974023,519366,80793284155,80793802872,518717,0.943963,0.880701,0.979209,0.971979
24095,1485050314488027,1485050315007444,519417,80793317518,80793836263,518745,0.943996,0.880785,0.979086,0.972118
24097,1485050314521380,1485050315040758,519378,80793350876,80793869626,518750,0.944176,0.88158,0.978852,0.972095
24099,1485050314554777,1485050315074127,519350,80793384240,80793902963,518723,0.944374,0.882362,0.978951,0.9718
24101,1485050314588112,1485050315107510,519398,80793417579,80793936352,518773,0.943516,0.880505,0.978448,0.971595
24103,1485050314621508,1485050315140821,519313,80793450942,80793969688,518746,0.943526,0.880507,0.978401,0.971669
24105,1485050314654816,1485050315174207,519391,80793484304,80794003051,518747,0.932874,0.858571,0.97557,0.9644
24107,1485050314688226,1485050315207565,519339,80793517669,80794036414,518745,0.937058,0.869962,0.975223,0.9659
24109,1485050314721617,1485050315240987,519370,80793551060,80794069806,518746,0.93641,0.86932,0.974774,0.965135
24111,1485050314754940,1485050315274370,519430,80793584394,80794103165,518771,0.936001,0.868942,0.974501,0.9645
24113,1485050314788345,1485050315307653,519308,80793617792,80794136504,518712,0.935254,0.867429,0.974143,0.964189
24115,1485050314821671,1485050315341101,519430,80793651121,80794169895,518774,0.936397,0.869457,0.974448,0.965286
24117,1485050314855075,1485050315374385,519310,80793684485,80794203229,518744,0.935922,0.868094,0.974768,0.964904
24119,1485050314888404,1485050315407766,519362,80793717874,80794236593,518719,0.935736,0.867736,0.974396,0.965075
24121,1485050314921694,1485050315441174,519480,80793751208,80794269984,518776,0.936935,0.869426,0.975687,0.965693
24123,1485050314955096,1485050315474472,519376,80793784571,80794303319,518748,0.936789,0.868769,0.975675,0.965923
24125,1485050314988469,1485050315507851,519382,80793817962,80794336682,518720,0.937021,0.869614,0.975658,0.965793
24127,1485050315021814,1485050315541263,519449,80793851324,80794370073,518749,0.937007,0.869699,0.97559,0.965732
24129,1485050315055175,1485050315574624,519449,80793884688,80794403436,518748,0.936493,0.868464,0.975185,0.965829
24131,1485050315088534,1485050315607932,519398,80793918044,80794436771,518727,0.936864,0.869001,0.975461,0.966129
24133,1485050315121895,1485050315641295,519400,80793951387,80794470133,518746,0.936722,0.868797,0.975364,0.966004
24135,1485050315155269,1485050315674650,519381,80793984777,80794503497,518720,0.93674,0.869378,0.974998,0.965843
24137,1485050315188664,1485050315708075,519411,80794018137,80794536888,518751,0.93617,0.867997,0.974829,0.965685
24139,1485050315222002,1485050315741434,519432,80794051504,80794570251,518747,0.9368,0.869808,0.974801,0.965789
24141,1485050315255394,1485050315774801,519407,80794084868,80794603614,518746,0.936877,0.869495,0.975144,0.965993
24143,1485050315288758,1485050315808109,519351,80794118232,80794636949,518717,0.93611,0.868169,0.974588,0.965574
24145,1485050315322102,1485050315841512,519410,80794151565,80794670312,518747,0.93649,0.86918,0.97461,0.965681
24147,1485050315355451,1485050315874889,519438,80794184928,80794703708,518780,0.936519,0.869226,0.97477,0.965562
24149,1485050315388818,1485050315891562,502744,80794218321,80794720381,502060,0.936606,0.869868,0.974468,0.965483
24151,1485050315422176,1485050315924835,502659,80794251680,80794753720,502040,0.936803,0.868486,0.975888,0.966033
24153,1485050315455510,1485050315974916,519406,80794285017,80794803765,518748,0.93759,0.870347,0.975819,0.966603
24155,1485050315488883,1485050315991625,502742,80794318382,80794820475,502093,0.937999,0.871689,0.975685,0.966624
24157,1485050315522266,1485050316024951,502685,80794351772,80794853810,502038,0.937846,0.871048,0.975939,0.966551
24159,1485050315555659,1485050316058321,502662,80794385134,80794887172,502038,0.937064,0.869592,0.975495,0.966107
24161,1485050315589025,1485050316091748,502723,80794418498,80794920537,502039,0.937181,0.870236,0.9751,0.966208
24163,1485050315622397,1485050316125018,502621,80794451861,80794953898,502037,0.937804,0.871853,0.975379,0.9661
24165,1485050315655813,1485050316158404,502591,80794485224,80794987262,502038,0.937741,0.872072,0.974943,0.966208
24167,1485050315689084,1485050316191832,502748,80794518560,80795020624,502064,0.937935,0.872425,0.97518,0.966
24169,1485050315722447,1485050316225149,502702,80794551950,80795053988,502038,0.937994,0.872933,0.975005,0.966045
24171,1485050315755830,1485050316258543,502713,80794585313,80795087378,502065,0.938769,0.87382,0.975627,0.9668
24173,1485050315789145,1485050316291862,502717,80794618649,80795120713,502064,0.938381,0.873356,0.975187,0.966
24175,1485050315822541,1485050316325288,502747,80794652045,80795154104,502059,0.938429,0.873656,0.975141,0.966491
24177,1485050315855894,1485050316358627,502733,80794685374,80795187467,502093,0.93841,0.873732,0.975134,0.966364
24179,1485050315889268,1485050316391948,502680,80794718766,80795220831,502065,0.938572,0.873822,0.97535,0.966543
24181,1485050315922626,1485050316425328,502702,80794752102,80795254166,502064,0.938923,0.872604,0.977078,0.967087
24183,1485050315955957,1485050316458692,502735,80794785463,80795287529,502066,0.939111,0.873226,0.976728,0.967379
24185,1485050315989328,1485050316492046,502718,80794818828,80795320893,502065,0.938762,0.872921,0.976372,0.966991
24187,1485050316022714,1485050316525406,502692,80794852218,80795354257,502039,0.939555,0.875022,0.976463,0.9671
24189,1485050316056074,1485050316558771,502697,80794885553,80795387619,502066,0.938912,0.873919,0.976045,0.966772
24191,1485050316089445,1485050316592134,502689,80794918917,80795420983,502066,0.939452,0.874843,0.976373,0.967142
24193,1485050316122801,1485050316625533,502732,80794952279,80795454372,502093,0.940202,0.877085,0.976159,0.967363
24195,1485050316156139,1485050316658846,502707,80794985642,80795487709,502067,0.9396,0.875864,0.975934,0.967001
24197,1485050316189527,1485050316692240,502713,80795019005,80795521072,502067,0.940206,0.877783,0.975789,0.967047
24199,1485050316222853,1485050316725643,502790,80795052368,80795554465,502097,0.939853,0.877006,0.975625,0.966929
24201,1485050316256242,1485050316758989,502747,80795085758,80795587825,502067,0.940332,0.878162,0.975646,0.967189
24203,1485050316289634,1485050316792298,502664,80795119095,80795621161,502066,0.940612,0.878371,0.976044,0.967421
24204,1485050316306289,1485050316825664,519375,80795135776,80795654524,518748,0.939598,0.87681,0.975369,0.966615
24206,1485050316339652,1485050316859051,519399,80795169139,80795687887,518748,0.940554,0.878882,0.975645,0.967136
24208,1485050316373044,1485050316892417,519373,80795202529,80795721251,518722,0.939531,0.876007,0.975504,0.967081
24210,1485050316406384,1485050316925781,519397,80795235892,80795754613,518721,0.939352,0.873704,0.976941,0.9674
24212,1485050316439722,1485050316959153,519431,80795269228,80795787977,518749,0.939698,0.874407,0.97659,0.968096
24214,1485050316473121,1485050316992523,519402,80795302620,80795821340,518720,0.940437,0.876818,0.976622,0.967871
24216,1485050316506452,1485050317025883,519431,80795335954,80795854702,518748,0.939485,0.874908,0.976224,0.967322
24218,1485050316539846,1485050317059239,519393,80795369317,80795888066,518749,0.939559,0.875047,0.976327,0.967303
24220,1485050316573219,1485050317092667,519448,80795402710,80795921428,518718,0.939178,0.874537,0.975911,0.967087
24222,1485050316606591,1485050317125953,519362,80795436044,80795954791,518747,0.939433,0.875263,0.976068,0.966969
24224,1485050316640016,1485050317159305,519289,80795469433,80795988154,518721,0.938796,0.873785,0.975699,0.966903
24226,1485050316673385,1485050317192751,519366,80795502771,80796021545,518774,0.940203,0.877042,0.975945,0.967623
24228,1485050316706676,1485050317226049,519373,80795536133,80796054880,518747,0.939866,0.876439,0.975652,0.967507
24230,1485050316740038,1485050317259504,519466,80795569521,80796088277,518756,0.940447,0.877835,0.975752,0.967754
24232,1485050316773405,1485050317292841,519436,80795602890,80796121636,518746,0.940583,0.87853,0.975623,0.967596
24234,1485050316806756,1485050317326185,519429,80795636222,80796154993,518771,0.940521,0.878608,0.975484,0.967472
24236,1485050316840092,1485050317359504,519412,80795669585,80796188333,518748,0.941217,0.880402,0.975584,0.967664
24238,1485050316873484,1485050317392837,519353,80795702949,80796221696,518747,0.940767,0.879287,0.975533,0.967482
24240,1485050316906853,1485050317426215,519362,80795736312,80796255059,518747,0.938768,0.873327,0.97629,0.966685
24242,1485050316940214,1485050317459553,519339,80795769675,80796288421,518746,0.940966,0.877928,0.977029,0.967942
24244,1485050316973558,1485050317492904,519346,80795803039,80796321785,518746,0.940235,0.876534,0.976496,0.967675
24246,1485050317006966,1485050317526267,519301,80795836404,80796355148,518744,0.94015,0.876234,0.976478,0.967738
24248,1485050317040317,1485050317559634,519317,80795869791,80796388512,518721,0.939578,0.874744,0.976199,0.967792
24250,1485050317073705,1485050317593003,519298,80795903128,80796421875,518747,0.94062,0.877595,0.976302,0.967964
24252,1485050317107073,1485050317626481,519408,80795936518,80796455267,518749,0.939569,0.875282,0.975806,0.967619
24254,1485050317140385,1485050317659760,519375,80795969882,80796488601,518719,0.940454,0.877449,0.976072,0.967841
24256,1485050317173737,1485050317693147,519410,80796003244,80796521964,518720,0.94,0.87675,0.975695,0.967557
24258,1485050317207105,1485050317726489,519384,80796036607,80796555327,518720,0.940331,0.877022,0.976056,0.967916
24260,1485050317240463,1485050317759848,519385,80796069970,80796588689,518719,0.940428,0.877395,0.975858,0.968031
24262,1485050317273826,1485050317793216,519390,80796103333,80796622053,518720,0.940077,0.876817,0.975498,0.967917
24264,1485050317307224,1485050317826552,519328,80796136696,80796655416,518720,0.939686,0.875962,0.975438,0.967657
24266,1485050317340524,1485050317859920,519396,80796170031,80796688780,518749,0.940412,0.877436,0.975814,0.967987
24268,1485050317373893,1485050317893313,519420,80796203394,80796722143,518749,0.939402,0.875519,0.975268,0.9674
24270,1485050317407259,1485050317926644,519385,80796236758,80796755505,518747,0.939626,0.873883,0.97695,0.968044
24272,1485050317440631,1485050317960002,519371,80796270140,80796788869,518729,0.939586,0.8736,0.976641,0.968516
24274,1485050317473974,1485050317993354,519380,80796303484,80796822231,518747,0.941072,0.877333,0.97676,0.969124
24276,1485050317507337,1485050318026780,519443,80796336846,80796855622,518776,0.940577,0.876742,0.976264,0.968723
24278,1485050317540755,1485050318060172,519417,80796370236,80796888986,518750,0.940591,0.876582,0.976477,0.968713
24280,1485050317574128,1485050318093524,519396,80796403603,80796922348,518745,0.939981,0.875521,0.976191,0.9682
24282,1485050317607474,1485050318126832,519358,80796436960,80796955708,518748,0.940435,0.876185,0.976646,0.968474
24284,1485050317640887,1485050318160203,519316,80796470334,80796989047,518713,0.939818,0.875265,0.976116,0.968075
24286,1485050317674263,1485050318193588,519325,80796503663,80797022409,518746,0.940562,0.876857,0.976302,0.968527
24288,1485050317707538,1485050318226960,519422,80796537028,80797055774,518746,0.94063,0.877117,0.976132,0.9686
24290,1485050317740891,1485050318260337,519446,80796570388,80797089135,518747,0.941372,0.87936,0.976202,0.968553
24292,1485050317774285,1485050318293711,519426,80796603775,80797122527,518752,0.940838,0.87812,0.975947,0.968447
24294,1485050317807652,1485050318327045,519393,80796637139,80797155862,518723,0.941262,0.879159,0.976076,0.968552
24296,1485050317841015,1485050318360382,519367,80796670507,80797189225,518718,0.940565,0.877911,0.975557,0.968227
24298,1485050317874351,1485050318393735,519384,80796703841,80797222587,518746,0.941249,0.879367,0.976064,0.968315
24300,1485050317907771,1485050318427111,519340,80796737229,80797255953,518724,0.939659,0.873675,0.977096,0.968206
24302,1485050317941074,1485050318460464,519390,80796770567,80797289314,518747,0.941137,0.877217,0.977356,0.968839
24304,1485050317974426,1485050318493799,519373,80796803929,80797322676,518747,0.941312,0.878027,0.977215,0.968695
24306,1485050318007834,1485050318527250,519416,80796837294,80797356063,518769,0.941407,0.878469,0.977069,0.968684
24308,1485050318041184,1485050318560555,519371,80796870684,80797389403,518719,0.94019,0.87618,0.976467,0.967923
24310,1485050318074546,1485050318593914,519368,80796904019,80797422765,518746,0.941105,0.877622,0.976776,0.968918
24312,1485050318107916,1485050318627306,519390,80796937382,80797456155,518773,0.940304,0.875824,0.976377,0.968712
24314,1485050318141248,1485050318644005,502757,80796970746,80797472837,502091,0.940526,0.876227,0.976744,0.968605
24316,1485050318174629,1485050318677307,502678,80797004108,80797506174,502066,0.939608,0.874099,0.976359,0.968368
24318,1485050318207999,1485050318710675,502676,80797037472,80797539538,502066,0.94045,0.87587,0.976619,0.968862
24320,1485050318241366,1485050318744042,502676,80797070865,80797572899,502034,0.939414,0.873896,0.976212,0.968135
24322,1485050318274747,1485050318777452,502705,80797104225,80797606262,502037,0.940624,0.876474,0.976722,0.968675
24324,1485050318308089,1485050318810833,502744,80797137584,80797639626,502042,0.940042,0.875865,0.976242,0.968019
24326,1485050318341450,1485050318844187,502737,80797170952,80797673013,502061,0.9403,0.876104,0.976247,0.9685
24328,1485050318374814,1485050318877518,502704,80797204286,80797706351,502065,0.940356,0.876414,0.976108,0.968546
24330,1485050318408150,1485050318910845,502695,80797237650,80797739714,502064,0.940778,0.87589,0.977546,0.968897
24332,1485050318441567,1485050318944207,502640,80797271041,80797773077,502036,0.941167,0.876659,0.977376,0.969467
24334,1485050318474902,1485050318977599,502697,80797304401,80797806440,502039,0.941523,0.877482,0.977373,0.969713
24336,1485050318508306,1485050319010982,502676,80797337773,80797839805,502032,0.941513,0.877918,0.977192,0.969428
24338,1485050318541607,1485050319044371,502764,80797371101,80797873191,502090,0.941475,0.877803,0.977332,0.969291
24340,1485050318575017,1485050319077727,502710,80797404489,80797906555,502066,0.9405,0.875749,0.976852,0.968898
24342,1485050318608332,1485050319111054,502722,80797437828,80797939894,502066,0.9408,0.876244,0.977042,0.969116
24344,1485050318641708,1485050319144415,502707,80797471217,80797973257,502040,0.940787,0.876514,0.976867,0.968981
24346,1485050318675102,1485050319177778,502676,80797504554,80798006619,502065,0.941784,0.878718,0.977345,0.969289
24348,1485050318708464,1485050319211134,502670,80797537917,80798039982,502065,0.941779,0.879066,0.976954,0.969316
24350,1485050318741800,1485050319244531,502731,80797571308,80798073370,502062,0.941934,0.879575,0.976848,0.9693
24352,1485050318775194,1485050319277842,502648,80797604642,80798106708,502066,0.941421,0.878626,0.976515,0.969121
24354,1485050318808569,1485050319311224,502655,80797638008,80798140072,502064,0.942205,0.880778,0.976784,0.969052
24356,1485050318841915,1485050319344703,502788,80797671397,80798173436,502039,0.941426,0.879089,0.976351,0.968839
24358,1485050318875256,1485050319377956,502700,80797704756,80798206798,502042,0.941638,0.8792,0.976533,0.969182
24360,1485050318908610,1485050319411350,502740,80797738095,80798240186,502091,0.941778,0.877902,0.977689,0.969743
24362,1485050318941978,1485050319444660,502682,80797771487,80798273524,502037,0.940416,0.875183,0.977305,0.968761
24364,1485050318975310,1485050319478053,502743,80797804821,80798306888,502067,0.942212,0.87915,0.977562,0.969922
24366,1485050319008712,1485050319511382,502670,80797838184,80798340250,502066,0.941229,0.877087,0.977298,0.969302
24368,1485050319042077,1485050319544841,502764,80797871548,80798373613,502065,0.941434,0.877539,0.977226,0.969536
24370,1485050319075436,1485050319578104,502668,80797904935,80798406976,502041,0.941698,0.878126,0.977279,0.9696
24372,1485050319108848,1485050319611560,502712,80797938278,80798440340,502062,0.941061,0.876722,0.97704,0.969421
24374,1485050319142188,1485050319644886,502698,80797971638,80798473703,502065,0.94133,0.877683,0.976932,0.969375
24376,1485050319175503,1485050319678291,502788,80798005000,80798507067,502067,0.94146,0.878141,0.97682,0.969418
24378,1485050319208866,1485050319711610,502744,80798038363,80798540429,502066,0.94104,0.876908,0.976796,0.969415
24380,1485050319242231,1485050319744971,502740,80798071726,80798573793,502067,0.940739,0.876593,0.976628,0.968996
24382,1485050319275587,1485050319778309,502722,80798105090,80798607155,502065,0.940819,0.877043,0.976442,0.968972
24384,1485050319308972,1485050319811680,502708,80798138453,80798640518,502065,0.940404,0.875848,0.976584,0.9687
24386,1485050319342374,1485050319845054,502680,80798171835,80798673881,502046,0.941521,0.878665,0.976912,0.968984
24388,1485050319375735,1485050319878379,502644,80798205204,80798707244,502040,0.940721,0.87699,0.976421,0.968752
24390,1485050319409104,1485050319911759,502655,80798238567,80798740607,502040,0.940737,0.874455,0.978106,0.9696
24392,1485050319442417,1485050319945108,502691,80798271906,80798773970,502064,0.941848,0.877545,0.977878,0.970122
24394,1485050319475780,1485050319978475,502695,80798305268,80798807333,502065,0.940559,0.873969,0.977975,0.969734
24396,1485050319509144,1485050320011835,502691,80798338632,80798840696,502064,0.940968,0.87522,0.977667,0.970017
24398,1485050319542508,1485050320045196,502688,80798371996,80798874059,502063,0.940319,0.873816,0.977622,0.9695
24400,1485050319575861,1485050320078619,502758,80798405356,80798907449,502093,0.940386,0.874364,0.977308,0.969487
24402,1485050319609238,1485050320111990,502752,80798438720,80798940809,502089,0.94055,0.874984,0.97727,0.969395
24404,1485050319642633,1485050320145327,502694,80798472085,80798974173,502088,0.940395,0.875165,0.976746,0.969276
24406,1485050319675989,1485050320178657,502668,80798505446,80799007513,502067,0.940263,0.875225,0.976822,0.968743
24408,1485050319709440,1485050320212068,502628,80798538809,80799040902,502093,0.940052,0.874347,0.976823,0.968988
24410,1485050319742731,1485050320245350,502619,80798572174,80799074237,502063,0.94034,0.875121,0.976954,0.968946
24412,1485050319776064,1485050320278720,502656,80798605535,80799107600,502065,0.939863,0.874535,0.976363,0.968692
24414,1485050319809432,1485050320312094,502662,80798638899,80799140964,502065,0.939719,0.874029,0.976253,0.968875
24416,1485050319842787,1485050320345579,502792,80798672261,80799174360,502099,0.939005,0.872366,0.976051,0.968597
24418,1485050319876111,1485050320378866,502755,80798705624,80799207691,502067,0.940204,0.875285,0.976468,0.968858
24420,1485050319909509,1485050320412184,502675,80798738987,80799241054,502067,0.938709,0.871445,0.976922,0.9677
24422,1485050319942844,1485050320445669,502825,80798772352,80799274419,502067,0.940039,0.873456,0.977504,0.969157
24424,1485050319976228,1485050320478978,502750,80798805713,80799307805,502092,0.939918,0.873472,0.977323,0.968959
24426,1485050320009565,1485050320512429,502864,80798839077,80799341173,502096,0.941018,0.87623,0.977467,0.969357
24428,1485050320042935,1485050320579014,536079,80798872441,80799407869,535428,0.941463,0.878392,0.976994,0.969003
24430,1485050320076322,1485050320645744,569422,80798905830,80799474595,568765,0.941532,0.878817,0.976865,0.968916
24432,1485050320109690,1485050320695882,586192,80798939189,80799524670,585481,0.941984,0.879816,0.977009,0.969127
24436,1485050320176415,1485050320762552,586137,80799005917,80799591365,585448,0.942632,0.882223,0.976677,0.968996
24438,1485050320209784,1485050320812614,602830,80799039282,80799641441,602159,0.942798,0.883006,0.976454,0.968935
24440,1485050320243136,1485050320879356,636220,80799072620,80799708167,635547,0.94242,0.881679,0.976524,0.969056
24442,1485050320276477,1485050320946003,669526,80799105981,80799774862,668881,0.943436,0.884455,0.976642,0.9692
24444,1485050320309858,1485050320996071,686213,80799139346,80799824908,685562,0.943295,0.884532,0.976421,0.968932
24448,1485050320376621,1485050321062744,686123,80799206105,80799891632,685527,0.943283,0.884643,0.976342,0.968864
24452,1485050320443737,1485050321112825,669088,80799272823,80799941677,668854,0.943466,0.882569,0.978057,0.969772
24454,1485050320476729,1485050321179535,702806,80799306186,80800008403,702217,0.943445,0.882845,0.977757,0.969733
24458,1485050320543464,1485050321246294,702830,80799372912,80800075130,702218,0.942524,0.88067,0.97755,0.969352
24462,1485050320610151,1485050321296321,686170,80799439612,80800125174,685562,0.941893,0.879719,0.976945,0.969016
24470,1485050320743658,1485050321413177,669519,80799573066,80800241972,668906,0.942285,0.88113,0.977176,0.968547
24474,1485050320810361,1485050321546645,736284,80799639817,80800375424,735607,0.94272,0.881768,0.977261,0.9691
24478,1485050320877077,1485050321596741,719664,80799706543,80800425469,718926,0.941196,0.878385,0.976514,0.9686
24482,1485050320943774,1485050321663379,719605,80799773244,80800492198,718954,0.941587,0.877278,0.978009,0.969474
24486,1485050321010487,1485050321713450,702963,80799839971,80800542240,702269,0.941107,0.876759,0.977394,0.969166
24490,1485050321077198,1485050321780193,702995,80799906694,80800608966,702272,0.941475,0.877113,0.977581,0.9697
24494,1485050321143936,1485050321896887,752951,80799973420,80800725728,752308,0.941232,0.877314,0.977176,0.969205
24498,1485050321210657,1485050321963625,752968,80800040146,80800792467,752321,0.940944,0.876888,0.977286,0.968656
24502,1485050321277406,1485050322013628,736222,80800106873,80800842480,735607,0.940709,0.876398,0.976795,0.968934
24506,1485050321344147,1485050322080357,736210,80800173626,80800909207,735581,0.940738,0.875594,0.977625,0.968994
24510,1485050321410873,1485050322147087,736214,80800240352,80800975934,735582,0.940979,0.877065,0.976919,0.968954
24514,1485050321477601,1485050322197125,719524,80800307081,80801025978,718897,0.942329,0.879204,0.977744,0.970039
24518,1485050321544353,1485050322263848,719495,80800373805,80801092703,718898,0.942056,0.879303,0.977366,0.969499
24522,1485050321611083,1485050322313881,702798,80800440535,80801142748,702213,0.94213,0.879497,0.977436,0.969457
24526,1485050321677795,1485050322380623,702828,80800507234,80801209474,702240,0.941848,0.879043,0.977024,0.969476
24530,1485050321744600,1485050322497386,752786,80800573983,80801326244,752261,0.941842,0.87858,0.977182,0.969763
24534,1485050321811228,1485050322564125,752897,80800640686,80801392973,752287,0.941736,0.878366,0.97707,0.969772
24542,1485050321944660,1485050322681041,736381,80800774136,80801509769,735633,0.941981,0.877972,0.977924,0.970048
24550,1485050322078145,1485050322797688,719543,80800907615,80801626513,718898,0.942257,0.877828,0.978281,0.970663
24554,1485050322144862,1485050322864478,719616,80800974315,80801693238,718923,0.941335,0.877492,0.977252,0.969261
24558,1485050322211538,1485050322914460,702922,80801041040,80801743284,702244,0.941303,0.877808,0.97697,0.969131
24562,1485050322278274,1485050322981244,702970,80801107764,80801810037,702273,0.941078,0.877082,0.977075,0.969076
24566,1485050322345013,1485050323047956,702943,80801174493,80801876736,702243,0.940203,0.875499,0.976546,0.968564
24570,1485050322411750,1485050323098050,686300,80801241217,80801926808,685591,0.939999,0.873331,0.978041,0.968626
24574,1485050322478454,1485050323164649,686195,80801307943,80801993508,685565,0.939724,0.872828,0.977577,0.968766
24578,1485050322545188,1485050323214721,669533,80801374670,80802043552,668882,0.940505,0.87496,0.977637,0.968919
24582,1485050322611946,1485050323281430,669484,80801441397,80802110277,668880,0.940004,0.875041,0.97655,0.968423
24586,1485050322678680,1485050323331469,652789,80801508150,80802160321,652171,0.940466,0.875394,0.977224,0.968781
24590,1485050322745469,1485050323398195,652726,80801574852,80802227048,652196,0.940096,0.873944,0.977429,0.968916
24594,1485050322812133,1485050323514954,702821,80801641575,80802343818,702243,0.940619,0.87613,0.976918,0.968809
24598,1485050322878823,1485050323581742,702919,80801708302,80802410572,702270,0.939542,0.87354,0.976641,0.968444
24606,1485050323012309,1485050323698488,686179,80801841780,80802527315,685535,0.940362,0.874721,0.977363,0.969003
24610,1485050323079035,1485050323765302,686267,80801908481,80802594067,685586,0.940525,0.874876,0.977328,0.969372
24614,1485050323145785,1485050323815226,669441,80801975233,80802644086,668853,0.940027,0.873683,0.977336,0.969063
24618,1485050323212449,1485050323881998,669549,80802041932,80802710812,668880,0.940416,0.874821,0.976969,0.969458
24622,1485050323279181,1485050323932039,652858,80802108657,80802760856,652199,0.940338,0.874526,0.977143,0.969345
24626,1485050323345936,1485050323998762,652826,80802175384,80802827583,652199,0.941061,0.875702,0.977636,0.969845
24630,1485050323412636,1485050324065526,652890,80802242109,80802894337,652228,0.940146,0.872887,0.977995,0.969555
24634,1485050323479327,1485050324182375,703048,80802308835,80803011108,702273,0.94144,0.876308,0.977975,0.970037
24638,1485050323546077,1485050324232363,686286,80802375562,80803061152,685590,0.940577,0.874639,0.977654,0.969439
24642,1485050323612811,1485050324298995,686184,80802442288,80803127851,685563,0.941033,0.875791,0.977688,0.969619
24646,1485050323679511,1485050324365792,686281,80802509015,80803194608,685593,0.940374,0.874785,0.977124,0.969212
24654,1485050323812988,1485050324415769,602781,80802642467,80803244621,602154,0.940936,0.876298,0.977099,0.9694
24658,1485050323879803,1485050324532592,652789,80802709193,80803361418,652225,0.940239,0.874766,0.976874,0.969076
24662,1485050323946496,1485050324549233,602737,80802775919,80803378073,602154,0.940529,0.873913,0.978106,0.969568
24666,1485050324013197,1485050324599277,586080,80802842672,80803428146,585474,0.941636,0.876959,0.978008,0.969942
24670,1485050324079897,1485050324716022,636125,80802909372,80803544888,635516,0.941355,0.876677,0.977568,0.969818
24674,1485050324146691,1485050324782825,636134,80802976102,80803611642,635540,0.941104,0.876387,0.97752,0.969405
24678,1485050324213396,1485050324832865,619469,80803042845,80803661683,618838,0.940342,0.875203,0.976952,0.968872
24682,1485050324280091,1485050324899559,619468,80803109551,80803728387,618836,0.941411,0.877463,0.977101,0.9696
24686,1485050324346807,1485050324916205,569398,80803176305,80803745069,568764,0.940743,0.875937,0.977006,0.969287
24690,1485050324413489,1485050324966290,552801,80803243001,80803795112,552111,0.941579,0.875911,0.978427,0.970
24694,1485050324480280,1485050325049755,569475,80803309754,80803878554,568800,0.941784,0.876758,0.977792,0.970801
24698,1485050324546946,1485050325116476,569530,80803376454,80803945274,568820,0.94236,0.878271,0.978156,0.970654
24702,1485050324613705,1485050325183274,569569,80803443208,80804011996,568788,0.941456,0.87696,0.977304,0.970103
24706,1485050324680433,1485050325249823,569390,80803509930,80804078698,568768,0.941878,0.877932,0.977404,0.970299
24710,1485050324747144,1485050325316638,569494,80803576632,80804145453,568821,0.941538,0.87749,0.977007,0.970117
24714,1485050324813943,1485050325383323,569380,80803643386,80804212178,568792,0.941662,0.877716,0.977024,0.970247
24718,1485050324880605,1485050325450046,569441,80803710085,80804278899,568814,0.941499,0.877303,0.977033,0.9701
24722,1485050324947343,1485050325516724,569381,80803776811,80804345603,568792,0.943446,0.880211,0.978866,0.971261
24726,1485050325014105,1485050325583515,569410,80803843563,80804412357,568794,0.942454,0.878558,0.977845,0.970959
24730,1485050325080806,1485050325650231,569425,80803910293,80804479082,568789,0.942946,0.880146,0.977902,0.970789
24734,1485050325147523,1485050325716906,569383,80803976989,80804545781,568792,0.941864,0.87772,0.977515,0.970357
24738,1485050325214223,1485050325783746,569523,80804043717,80804612537,568820,0.942011,0.878053,0.977343,0.970636
24742,1485050325280974,1485050325850440,569466,80804110442,80804679233,568791,0.941992,0.878247,0.977374,0.970356
24746,1485050325347751,1485050325917071,569320,80804177207,80804745959,568752,0.942264,0.879,0.97726,0.970531
24750,1485050325414406,1485050325983850,569444,80804243916,80804812712,568796,0.944236,0.882608,0.978523,0.971577
24754,1485050325481168,1485050326050600,569432,80804310647,80804879438,568791,0.942584,0.878399,0.978561,0.970793
24758,1485050325547867,1485050326117305,569438,80804377346,80804946144,568798,0.943044,0.880344,0.977983,0.970804
24762,1485050325614660,1485050326184009,569349,80804444101,80805012864,568763,0.942789,0.879859,0.977902,0.970604
24766,1485050325681331,1485050326250752,569421,80804510827,80805079591,568764,0.943089,0.881087,0.977549,0.970632
