# playback: video1_720p60.playback.raw capture: video1_720p60.capture.raw
# Timestamp: 2017-01-21 18:51:22.234760
# frame_index,sent_cpu_timestamp,received_cpu_timestamp,delay_cpu_time,sent_decklink_timestamp,received_decklink_time,delay_decklink_time,ssim_total,ssim_Y,ssim_Cb,ssim_Cr
4960,1485049995286819,1485049995889596,602777,80474116333,80474718460,602127,0.940108,0.874478,0.976096,0.9697
4964,1485049995353529,1485049995956369,602840,80474183051,80474785212,602161,0.940267,0.875003,0.976092,0.969705
4968,1485049995420257,1485049996023036,602779,80474249758,80474851912,602154,0.939778,0.874235,0.975623,0.969476
4972,1485049995487050,1485049996089798,602748,80474316486,80474918639,602153,0.940397,0.87555,0.976022,0.969618
4976,1485049995553732,1485049996156514,602782,80474383209,80474985364,602155,0.941061,0.877823,0.975812,0.969549
4980,1485049995620439,1485049996223289,602850,80474449962,80475052114,602152,0.941807,0.878111,0.976631,0.9706
4984,1485049995687189,1485049996289962,602773,80474516685,80475118843,602158,0.941645,0.877306,0.977148,0.970482
4988,1485049995753921,1485049996356741,602820,80474583389,80475185572,602183,0.942363,0.87935,0.976931,0.970809
4992,1485049995820649,1485049996423367,602718,80474650117,80475252269,602152,0.941293,0.876671,0.976516,0.970693
4996,1485049995887376,1485049996490156,602780,80474716871,80475319025,602154,0.941214,0.876452,0.976691,0.970498
5000,1485049995954099,1485049996556879,602780,80474783597,80475385748,602151,0.940234,0.874654,0.976124,0.969923
5004,1485049996020819,1485049996623546,602727,80474850292,80475452447,602155,0.939662,0.873202,0.975797,0.969988
5008,1485049996087555,1485049996690335,602780,80474917021,80475519201,602180,0.939842,0.873762,0.975942,0.969822
5012,1485049996154281,1485049996757020,602739,80474983746,80475585900,602154,0.939806,0.872483,0.97702,0.969914
5016,1485049996221021,1485049996823776,602755,80475050500,80475652652,602152,0.939854,0.873133,0.976376,0.970054
5020,1485049996287759,1485049996890516,602757,80475117226,80475719378,602152,0.940025,0.87387,0.976193,0.970011
5024,1485049996354460,1485049996957189,602729,80475183950,80475786078,602128,0.939551,0.873303,0.975914,0.969437
5028,1485049996421166,1485049997023975,602809,80475250648,80475852829,602181,0.940214,0.874913,0.97587,0.9698
5032,1485049996487860,1485049997090703,602843,80475317376,80475919555,602179,0.939096,0.873021,0.975048,0.9692
5036,1485049996554635,1485049997157468,602833,80475384129,80475986286,602157,0.94021,0.875308,0.975705,0.969618
5040,1485049996621334,1485049997224214,602880,80475450827,80476053009,602182,0.940618,0.875012,0.976738,0.970103
5044,1485049996688092,1485049997290904,602812,80475517581,80476119740,602159,0.942842,0.880059,0.977519,0.970948
5048,1485049996754794,1485049997357626,602832,80475584279,80476186461,602182,0.942101,0.879048,0.976665,0.970591
5052,1485049996821515,1485049997424325,602810,80475651033,80476253188,602155,0.942001,0.878954,0.976652,0.970396
5056,1485049996888239,1485049997491064,602825,80475717759,80476319917,602158,0.94195,0.879374,0.976017,0.9704
5060,1485049996954934,1485049997557728,602794,80475784458,80476386613,602155,0.941632,0.878743,0.975928,0.970226
5064,1485049997021701,1485049997624527,602826,80475851210,80476453366,602156,0.941957,0.879085,0.976332,0.970455
5068,1485049997088434,1485049997691265,602831,80475917935,80476520093,602158,0.942164,0.880524,0.975885,0.970082
5072,1485049997155232,1485049997757995,602763,80475984639,80476586820,602181,0.941628,0.878088,0.976719,0.970077
5076,1485049997221901,1485049997824819,602918,80476051394,80476653518,602124,0.942279,0.87947,0.976862,0.970504
5080,1485049997288625,1485049997891453,602828,80476118120,80476720276,602156,0.940709,0.876043,0.976238,0.969846
5084,1485049997355376,1485049997958088,602712,80476184841,80476786970,602129,0.940731,0.875512,0.976536,0.970145
5088,1485049997422079,1485049998024863,602784,80476251568,80476853723,602155,0.939973,0.874358,0.975914,0.969646
5092,1485049997488784,1485049998091542,602758,80476318268,80476920422,602154,0.940098,0.874474,0.976045,0.969774
5096,1485049997555529,1485049998158313,602784,80476385022,80476987175,602153,0.939531,0.873158,0.975689,0.969745
5100,1485049997622284,1485049998225033,602749,80476451749,80477053875,602126,0.939637,0.872892,0.976452,0.969565
5104,1485049997688994,1485049998291834,602840,80476518476,80477120636,602160,0.940398,0.874516,0.976241,0.970437
5108,1485049997755762,1485049998358561,602799,80476585200,80477187357,602157,0.939643,0.873358,0.9758,0.969771
5112,1485049997822473,1485049998425248,602775,80476651927,80477254082,602155,0.94049,0.875161,0.976355,0.969953
5116,1485049997889203,1485049998491957,602754,80476718652,80477320809,602157,0.940505,0.875311,0.976273,0.969932
5120,1485049997955865,1485049998558646,602781,80476785375,80477387505,602130,0.939706,0.874253,0.975481,0.969383
5124,1485049998022551,1485049998625368,602817,80476852076,80477454231,602155,0.94095,0.877002,0.975966,0.969882
5128,1485049998089303,1485049998692122,602819,80476918802,80477520982,602180,0.940334,0.875893,0.97558,0.969528
5132,1485049998156097,1485049998758898,602801,80476985555,80477587718,602163,0.940982,0.875033,0.977339,0.970576
5136,1485049998222759,1485049998825620,602861,80477052257,80477654439,602182,0.939884,0.872252,0.97684,0.9705
5140,1485049998289544,1485049998892343,602799,80477119007,80477721161,602154,0.941768,0.877876,0.976932,0.970495
5144,1485049998356281,1485049998959033,602752,80477185735,80477787888,602153,0.942585,0.881157,0.976434,0.970163
5148,1485049998422968,1485049999025774,602806,80477252461,80477854623,602162,0.943853,0.884464,0.976612,0.970484
5152,1485049998489701,1485049999092496,602795,80477319187,80477921348,602161,0.942344,0.881031,0.976064,0.969938
5156,1485049998556405,1485049999159239,602834,80477385887,80477988041,602154,0.942242,0.880251,0.976466,0.970009
5160,1485049998623125,1485049999225924,602799,80477452612,80478054768,602156,0.940271,0.875019,0.976472,0.969323
5164,1485049998689866,1485049999292647,602781,80477519371,80478121495,602124,0.942094,0.878308,0.977237,0.970738
5168,1485049998756641,1485049999359415,602774,80477586093,80478188250,602157,0.940991,0.876423,0.976427,0.970124
5172,1485049998823338,1485049999426116,602778,80477652819,80478254945,602126,0.941404,0.877123,0.976673,0.970417
5176,1485049998890073,1485049999492843,602770,80477719546,80478321698,602152,0.940322,0.874551,0.976243,0.970173
5180,1485049998956764,1485049999559557,602793,80477786267,80478388425,602158,0.940745,0.875622,0.9765,0.970112
5184,1485049999023521,1485049999626271,602750,80477852993,80478455126,602133,0.939987,0.873984,0.9761,0.969879
5188,1485049999090248,1485049999692979,602731,80477919720,80478521850,602130,0.940192,0.874964,0.976037,0.969574
5192,1485049999156995,1485049999759730,602735,80477986424,80478588576,602152,0.940223,0.872738,0.977019,0.970912
5196,1485049999223712,1485049999826554,602842,80478053173,80478655339,602166,0.940572,0.873983,0.976971,0.970761
5200,1485049999290414,1485049999893279,602865,80478119877,80478722059,602182,0.939533,0.871729,0.976487,0.970384
5204,1485049999357128,1485049999960019,602891,80478186631,80478788785,602154,0.939773,0.872909,0.976354,0.970057
5208,1485049999423811,1485050000026683,602872,80478253327,80478855504,602177,0.939955,0.873728,0.976169,0.969968
5212,1485049999490554,1485050000093365,602811,80478320079,80478922231,602152,0.940008,0.873945,0.976128,0.9699
5216,1485049999557282,1485050000160105,602823,80478386805,80478988962,602157,0.93944,0.872969,0.975702,0.969648
5220,1485049999624043,1485050000193450,569407,80478453507,80479022320,568813,0.938418,0.869656,0.976429,0.9691
5228,1485049999757442,1485050000210135,452693,80478586957,80479039002,452045,0.93936,0.871532,0.97643,0.970117
5232,1485049999824243,1485050000276864,452621,80478653716,80479105728,452012,0.939025,0.87129,0.975836,0.969948
5236,1485049999890970,1485050000343602,452632,80478720440,80479172460,452020,0.939285,0.872656,0.975894,0.969307
5240,1485049999957658,1485050000427010,469352,80478787136,80479255871,468735,0.939568,0.873936,0.975577,0.969191
5244,1485050000024383,1485050000510391,486008,80478853890,80479339248,485358,0.939288,0.873111,0.975532,0.9692
5248,1485050000091106,1485050000577168,486062,80478920612,80479406003,485391,0.939116,0.872879,0.975258,0.9692
5252,1485050000157858,1485050000643901,486043,80478987342,80479472726,485384,0.940672,0.873934,0.977422,0.970662
5256,1485050000224581,1485050000727247,502666,80479054069,80479556106,502037,0.940673,0.874867,0.976803,0.970348
5260,1485050000291307,1485050000777336,486029,80479120795,80479606179,485384,0.940507,0.875106,0.976354,0.970061
5264,1485050000358026,1485050000860736,502710,80479187495,80479689578,502083,0.940662,0.874927,0.976833,0.970227
5268,1485050000424737,1485050000927443,502706,80479254245,80479756312,502067,0.940251,0.874907,0.976188,0.969659
5272,1485050000491461,1485050000994145,502684,80479320970,80479823010,502040,0.939804,0.874478,0.975448,0.969487
5276,1485050000558192,1485050001060914,502722,80479387706,80479889739,502033,0.940877,0.877105,0.975914,0.969613
5280,1485050000624912,1485050001127663,502751,80479454425,80479956487,502062,0.939874,0.872812,0.976748,0.970061
5284,1485050000691639,1485050001194371,502732,80479521151,80480023218,502067,0.941262,0.875552,0.977183,0.971051
5288,1485050000758391,1485050001261113,502722,80479587877,80480089940,502063,0.939881,0.873195,0.976188,0.9702
5292,1485050000825051,1485050001327869,502818,80479654575,80480156669,502094,0.940081,0.873517,0.976429,0.970296
5296,1485050000891836,1485050001394557,502721,80479721328,80480223395,502067,0.940172,0.874282,0.976039,0.970196
5300,1485050000958564,1485050001461285,502721,80479788050,80480290121,502071,0.940353,0.874898,0.976279,0.969882
5304,1485050001025297,1485050001527920,502623,80479854782,80480356819,502037,0.939855,0.874375,0.975596,0.969592
5308,1485050001091990,1485050001594677,502687,80479921482,80480423545,502063,0.940391,0.873771,0.976845,0.970556
5312,1485050001158754,1485050001661393,502639,80479988231,80480490272,502041,0.940008,0.874218,0.976176,0.969629
5316,1485050001225519,1485050001728181,502662,80480054956,80480557027,502071,0.941145,0.875548,0.976957,0.970929
5320,1485050001292179,1485050001794926,502747,80480121683,80480623749,502066,0.939717,0.872877,0.976215,0.970059
5324,1485050001358954,1485050001861619,502665,80480188413,80480690455,502042,0.939975,0.873503,0.976438,0.969983
5328,1485050001425684,1485050001928350,502666,80480255139,80480757206,502067,0.939354,0.872473,0.97587,0.969719
5332,1485050001492342,1485050001995097,502755,80480321839,80480823928,502089,0.939824,0.87377,0.97602,0.969683
5336,1485050001559046,1485050002061814,502768,80480388564,80480890658,502094,0.939559,0.873512,0.975358,0.969807
5340,1485050001625805,1485050002128588,502783,80480455309,80480957379,502070,0.941451,0.87612,0.977449,0.970784
5344,1485050001692556,1485050002195264,502708,80480522043,80481024111,502068,0.940998,0.875364,0.976761,0.9708
5348,1485050001759268,1485050002261946,502678,80480588771,80481090807,502036,0.941457,0.876991,0.976782,0.970596
5352,1485050001825986,1485050002328728,502742,80480655497,80481157562,502065,0.940476,0.875021,0.976283,0.970123
5356,1485050001892715,1485050002395420,502705,80480722223,80481224287,502064,0.940765,0.875519,0.976574,0.970202
5360,1485050001959443,1485050002478837,519394,80480788949,80481307698,518749,0.940457,0.875129,0.976031,0.970212
5364,1485050002026162,1485050002545529,519367,80480855671,80481374393,518722,0.940997,0.87684,0.976216,0.969935
5368,1485050002092889,1485050002612311,519422,80480922397,80481441142,518745,0.940152,0.875022,0.975703,0.9697
5372,1485050002159587,1485050002679012,519425,80480989098,80481507846,518748,0.941649,0.876784,0.977233,0.970931
5376,1485050002226412,1485050002745774,519362,80481055849,80481574602,518753,0.940598,0.874932,0.976504,0.970356
5380,1485050002293076,1485050002812431,519355,80481122580,80481641299,518719,0.941073,0.875825,0.976805,0.970589
5384,1485050002359815,1485050002879200,519385,80481189304,80481708040,518736,0.940278,0.874964,0.975909,0.969962
5388,1485050002426482,1485050002945920,519438,80481256002,80481774777,518775,0.941089,0.876842,0.976118,0.970309
5392,1485050002493271,1485050003012646,519375,80481322759,80481841504,518745,0.941166,0.877522,0.975993,0.969983
5396,1485050002559997,1485050003079314,519317,80481389455,80481908202,518747,0.941398,0.877758,0.976125,0.970312
5400,1485050002626665,1485050003146057,519392,80481456181,80481974929,518748,0.939493,0.872306,0.976232,0.969941
5404,1485050002693429,1485050003212904,519475,80481522908,80482041683,518775,0.941497,0.876517,0.976984,0.970989
5408,1485050002760173,1485050003279513,519340,80481589653,80482108382,518729,0.941219,0.876941,0.976492,0.970224
5412,1485050002826906,1485050003346216,519310,80481656360,80482175107,518747,0.941695,0.8782,0.976827,0.970058
5416,1485050002893583,1485050003412952,519369,80481723106,80482241834,518728,0.940921,0.8764,0.97634,0.970022
5420,1485050002960317,1485050003479726,519409,80481789835,80482308560,518725,0.941379,0.877262,0.976513,0.970363
5424,1485050003027049,1485050003546480,519431,80481856566,80482375310,518744,0.940594,0.875816,0.975957,0.9700
5428,1485050003093805,1485050003613110,519305,80481923293,80482442011,518718,0.940728,0.875967,0.97634,0.969878
5432,1485050003160523,1485050003679940,519417,80481990019,80482508763,518744,0.941676,0.877694,0.97702,0.970314
5436,1485050003227372,1485050003746693,519321,80482056748,80482575492,518744,0.942615,0.880367,0.976976,0.970501
5440,1485050003293948,1485050003813404,519456,80482123444,80482642192,518748,0.941844,0.878462,0.976614,0.970456
5444,1485050003360647,1485050003880087,519440,80482190169,80482708945,518776,0.941073,0.877411,0.975863,0.969944
5448,1485050003427386,1485050003946780,519394,80482256896,80482775643,518747,0.942423,0.880498,0.976371,0.970
5452,1485050003494107,1485050004013564,519457,80482323621,80482842396,518775,0.941636,0.878584,0.97618,0.970146
5456,1485050003560878,1485050004080310,519432,80482390349,80482909115,518766,0.939641,0.873147,0.976523,0.969253
5460,1485050003627552,1485050004146956,519404,80482457073,80482975821,518748,0.940115,0.875177,0.975787,0.969379
5464,1485050003694315,1485050004213673,519358,80482523800,80483042574,518774,0.939854,0.873009,0.976492,0.970059
5468,1485050003761051,1485050004297073,536022,80482590527,80483125956,535429,0.940021,0.873572,0.976514,0.969976
5472,1485050003827776,1485050004363803,536027,80482657254,80483192682,535428,0.940087,0.873993,0.976021,0.970248
5476,1485050003894486,1485050004430623,536137,80482723979,80483259435,535456,0.940724,0.875704,0.976166,0.970303
5480,1485050003961204,1485050004497342,536138,80482790704,80483326161,535457,0.938912,0.871339,0.975532,0.969863
5484,1485050004027906,1485050004564072,536166,80482857430,80483392889,535459,0.939144,0.871682,0.975847,0.969903
5488,1485050004094629,1485050004630712,536083,80482924157,80483459613,535456,0.938836,0.870965,0.975574,0.969969
5492,1485050004161383,1485050004697458,536075,80482990909,80483526313,535404,0.939615,0.871675,0.976922,0.970249
5495,1485050004211404,1485050004764217,552813,80483040928,80483593071,552143,0.940148,0.873504,0.976411,0.970528
5499,1485050004278192,1485050004830966,552774,80483107681,80483659789,552108,0.939629,0.871851,0.976448,0.970588
5503,1485050004344899,1485050004897694,552795,80483174404,80483726515,552111,0.93903,0.871016,0.975941,0.970133
5507,1485050004411624,1485050004964409,552785,80483241131,80483793243,552112,0.938728,0.870435,0.97564,0.970109
5511,1485050004478376,1485050005031081,552705,80483307860,80483859946,552086,0.940142,0.873605,0.976299,0.970522
5515,1485050004545111,1485050005097890,552779,80483374563,80483926700,552137,0.939662,0.873012,0.975749,0.970225
5519,1485050004611780,1485050005164615,552835,80483441285,80483993426,552141,0.938102,0.86956,0.975254,0.969492
5523,1485050004678518,1485050005231287,552769,80483508038,80484060123,552085,0.939552,0.871431,0.976776,0.970448
5527,1485050004745253,1485050005297970,552717,80483574761,80484126847,552086,0.939849,0.873048,0.976334,0.970164
5531,1485050004811981,1485050005364701,552720,80483641488,80484193573,552085,0.939299,0.872058,0.975788,0.970052
5535,1485050004878712,1485050005431441,552729,80483708192,80484260299,552107,0.939742,0.872777,0.976233,0.970217
5539,1485050004945457,1485050005514853,569396,80483774917,80484343707,568790,0.939684,0.872873,0.976213,0.969966
5543,1485050005012205,1485050005581587,569382,80483841667,80484410434,568767,0.939273,0.87218,0.975582,0.970058
5547,1485050005078903,1485050005648253,569350,80483908398,80484477159,568761,0.940599,0.875599,0.97598,0.9702
5551,1485050005145631,1485050005715019,569388,80483975120,80484543885,568765,0.940825,0.874992,0.976946,0.970536
5555,1485050005212327,1485050005781731,569404,80484041822,80484610612,568790,0.941541,0.87628,0.977315,0.971027
5559,1485050005279070,1485050005848487,569417,80484108546,80484677338,568792,0.940869,0.875545,0.976512,0.970548
5563,1485050005345787,1485050005915252,569465,80484175273,80484744064,568791,0.94081,0.875648,0.976527,0.970256
5567,1485050005412538,1485050005981986,569448,80484241999,80484810791,568792,0.939471,0.872654,0.975838,0.969921
5571,1485050005479224,1485050006048638,569414,80484308724,80484877517,568793,0.940087,0.874146,0.976021,0.970094
5575,1485050005545967,1485050006115373,569406,80484375451,80484944244,568793,0.938858,0.871254,0.975556,0.969765
5579,1485050005612690,1485050006182095,569405,80484442179,80485010970,568791,0.939371,0.872381,0.975924,0.969809
5583,1485050005679405,1485050006248822,569417,80484508902,80485077696,568794,0.939798,0.872093,0.976882,0.970419
5587,1485050005746152,1485050006315568,569416,80484575630,80485144421,568791,0.940563,0.87441,0.976781,0.970499
5591,1485050005812892,1485050006382294,569402,80484642355,80485211147,568792,0.939611,0.872377,0.976227,0.970228
5595,1485050005879577,1485050006449014,569437,80484709082,80485277873,568791,0.939358,0.872296,0.975938,0.9698
5597,1485050005912938,1485050006482348,569410,80484742445,80485311237,568792,0.939863,0.873118,0.97625,0.9702
5599,1485050005946310,1485050006515709,569399,80484775808,80485344600,568792,0.938955,0.871174,0.975682,0.9700
5601,1485050005979677,1485050006549073,569396,80484809173,80485377963,568790,0.939088,0.871416,0.975884,0.969962
5603,1485050006013034,1485050006582414,569380,80484842534,80485411326,568792,0.939429,0.872565,0.976023,0.969698
5605,1485050006046422,1485050006615798,569376,80484875897,80485444689,568792,0.939463,0.872819,0.975666,0.969903
5607,1485050006079792,1485050006649215,569423,80484909262,80485478080,568818,0.939186,0.872275,0.975513,0.969769
5609,1485050006113168,1485050006682578,569410,80484942624,80485511442,568818,0.939512,0.873156,0.975625,0.969756
5611,1485050006146519,1485050006715955,569436,80484975987,80485544808,568821,0.940953,0.874992,0.977153,0.970714
5613,1485050006179884,1485050006749300,569416,80485009350,80485578145,568795,0.940759,0.874514,0.976969,0.970795
5615,1485050006213245,1485050006782702,569457,80485042713,80485611536,568823,0.940604,0.874155,0.976972,0.970686
5617,1485050006246612,1485050006816064,569452,80485076076,80485644895,568819,0.940682,0.874919,0.976662,0.970465
5619,1485050006280055,1485050006849433,569378,80485109440,80485678259,568819,0.940894,0.875453,0.976801,0.970429
5621,1485050006313447,1485050006882803,569356,80485142803,80485711622,568819,0.940139,0.873967,0.976187,0.970264
5623,1485050006346681,1485050006916208,569527,80485176166,80485744989,568823,0.940333,0.87422,0.976413,0.970368
5627,1485050006413412,1485050006982917,569505,80485242892,80485811685,568793,0.940641,0.87524,0.976557,0.970125
5631,1485050006480142,1485050007049661,569519,80485309618,80485878437,568819,0.940925,0.876544,0.976031,0.970199
5635,1485050006546845,1485050007116340,569495,80485376343,80485945167,568824,0.941037,0.876568,0.97632,0.970223
5639,1485050006613553,1485050007183066,569513,80485443070,80486011890,568820,0.942318,0.879032,0.977007,0.970914
5643,1485050006680337,1485050007249765,569428,80485509824,80486078616,568792,0.94042,0.875723,0.9757,0.969837
5647,1485050006747058,1485050007316465,569407,80485576548,80486145315,568767,0.9424,0.879792,0.976516,0.970893
5651,1485050006813772,1485050007383239,569467,80485643249,80486212066,568817,0.942148,0.87892,0.976886,0.970637
5655,1485050006880511,1485050007449940,569429,80485709974,80486278768,568794,0.941406,0.877802,0.976295,0.9701
5659,1485050006947244,1485050007516639,569395,80485776728,80486345492,568764,0.941585,0.877722,0.97667,0.970363
5663,1485050007013975,1485050007583421,569446,80485843431,80486412243,568812,0.942294,0.879811,0.976411,0.9706
5667,1485050007080691,1485050007650152,569461,80485910184,80486478973,568789,0.941402,0.877872,0.976161,0.970172
5671,1485050007147426,1485050007716862,569436,80485976902,80486545698,568796,0.941679,0.878202,0.976697,0.970138
5675,1485050007214156,1485050007783582,569426,80486043629,80486612423,568794,0.943154,0.881064,0.977247,0.971152
5679,1485050007280838,1485050007850316,569478,80486110342,80486679150,568808,0.942633,0.880373,0.976641,0.970885
5683,1485050007347607,1485050007917037,569430,80486177060,80486745876,568816,0.942651,0.880219,0.976987,0.970747
5687,1485050007414299,1485050007983787,569488,80486243784,80486812605,568821,0.941267,0.877446,0.976134,0.970222
5691,1485050007481054,1485050008050501,569447,80486310533,80486879326,568793,0.941508,0.877446,0.976585,0.970494
5695,1485050007547781,1485050008117203,569422,80486377260,80486946053,568793,0.940162,0.874755,0.97574,0.9699
5699,1485050007614482,1485050008183931,569449,80486443990,80487012779,568789,0.940398,0.874892,0.976188,0.970114
5703,1485050007681197,1485050008250575,569378,80486510688,80487079479,568791,0.940205,0.873901,0.976394,0.970321
5707,1485050007747928,1485050008317407,569479,80486577441,80487146237,568796,0.940555,0.874405,0.976423,0.970838
5711,1485050007814624,1485050008384138,569514,80486644140,80487212957,568817,0.939345,0.872183,0.975518,0.970335
5715,1485050007881376,1485050008450877,569501,80486710866,80487279688,568822,0.939727,0.872739,0.976031,0.970412
5719,1485050007948127,1485050008517543,569416,80486777621,80487346384,568763,0.938914,0.871394,0.975308,0.970042
5723,1485050008014843,1485050008584377,569534,80486844348,80487413137,568789,0.940078,0.874027,0.975798,0.9704
5727,1485050008081564,1485050008651003,569439,80486911046,80487479866,568820,0.939419,0.872525,0.97559,0.970142
5731,1485050008148334,1485050008717780,569446,80486977796,80487546590,568794,0.939609,0.872128,0.976819,0.969879
5735,1485050008215053,1485050008784432,569379,80487044522,80487613288,568766,0.939989,0.873181,0.976324,0.970462
5739,1485050008281721,1485050008851127,569406,80487111222,80487680014,568792,0.940417,0.874081,0.976693,0.970477
5743,1485050008348550,1485050008917904,569354,80487177979,80487746765,568786,0.940297,0.874681,0.976028,0.970183
5747,1485050008415195,1485050008984639,569444,80487244675,80487813499,568824,0.940592,0.875189,0.976354,0.970232
5751,1485050008481929,1485050009051389,569460,80487311404,80487880222,568818,0.940173,0.874431,0.976102,0.969985
5755,1485050008548687,1485050009118105,569418,80487378157,80487946947,568790,0.940866,0.876208,0.976373,0.970016
5759,1485050008615404,1485050009184788,569384,80487444883,80488013646,568763,0.940926,0.877118,0.975795,0.969864
5763,1485050008682134,1485050009251575,569441,80487511609,80488080400,568791,0.942451,0.878109,0.97805,0.971195
5767,1485050008748820,1485050009318292,569472,80487578334,80488147126,568792,0.941954,0.878182,0.977094,0.970586
5771,1485050008815522,1485050009401644,586122,80487645033,80488230506,585473,0.94236,0.878475,0.977406,0.971199
5775,1485050008882297,1485050009468434,586137,80487711785,80488297259,585474,0.941613,0.877282,0.976717,0.970841
5779,1485050008949030,1485050009518384,569354,80487778515,80488347277,568762,0.941963,0.878269,0.976891,0.970728
5783,1485050009015746,1485050009601776,586030,80487845239,80488430684,585445,0.941769,0.878434,0.976241,0.9706
5787,1485050009082421,1485050009668579,586158,80487911937,80488497410,585473,0.942626,0.880679,0.976583,0.970615
5791,1485050009149144,1485050009718567,569423,80487978663,80488547455,568792,0.942679,0.880111,0.977325,0.970601
5795,1485050009215928,1485050009785296,569368,80488045417,80488614181,568764,0.943618,0.882047,0.977676,0.971132
5799,1485050009282688,1485050009852014,569326,80488112143,80488680907,568764,0.943069,0.881009,0.977209,0.970991
5803,1485050009349484,1485050009918737,569253,80488178869,80488747633,568764,0.943178,0.881502,0.977161,0.970871
5807,1485050009416102,1485050009985553,569451,80488245568,80488814389,568821,0.941631,0.878168,0.97641,0.970315
5811,1485050009482848,1485050010052260,569412,80488312296,80488881116,568820,0.941854,0.878491,0.976742,0.970328
5815,1485050009549498,1485050010118985,569487,80488379020,80488947841,568821,0.940983,0.876338,0.976155,0.970456
5819,1485050009616220,1485050010185718,569498,80488445746,80489014563,568817,0.94102,0.876382,0.976385,0.970293
5823,1485050009682956,1485050010252441,569485,80488512472,80489081294,568822,0.940403,0.873734,0.976837,0.970638
5827,1485050009749674,1485050010319235,569561,80488579198,80489148019,568821,0.941001,0.875267,0.977077,0.970659
5831,1485050009816396,1485050010385883,569487,80488645924,80489214741,568817,0.940562,0.874505,0.976683,0.970498
5835,1485050009883133,1485050010452606,569473,80488712650,80489281467,568817,0.940427,0.874075,0.97662,0.970585
5839,1485050009949900,1485050010519364,569464,80488779402,80489348193,568791,0.939711,0.872535,0.976013,0.970584
5843,1485050010016655,1485050010586057,569402,80488846132,80489414897,568765,0.939931,0.873125,0.976443,0.970224
5847,1485050010083352,1485050010652789,569437,80488912854,80489481646,568792,0.94062,0.874497,0.977078,0.970285
5851,1485050010150051,1485050010719485,569434,80488979557,80489548347,568790,0.940014,0.874296,0.975879,0.969866
5855,1485050010216779,1485050010786259,569480,80489046282,80489615095,568813,0.940647,0.874533,0.976662,0.970746
5859,1485050010283533,1485050010852994,569461,80489113032,80489681826,568794,0.941279,0.876258,0.976992,0.970587
5863,1485050010350313,1485050010919679,569366,80489179758,80489748550,568792,0.940475,0.874807,0.976161,0.970457
5867,1485050010416981,1485050010986408,569427,80489246484,80489815275,568791,0.941497,0.87704,0.976818,0.970635
5871,1485050010483729,1485050011053146,569417,80489313219,80489882006,568787,0.940155,0.874362,0.976093,0.970011
5875,1485050010550434,1485050011119865,569431,80489379941,80489948732,568791,0.940631,0.875169,0.976386,0.970337
5879,1485050010617165,1485050011186602,569437,80489446668,80490015455,568787,0.940732,0.875851,0.976054,0.9702
5883,1485050010683863,1485050011253367,569504,80489513364,80490082186,568822,0.941837,0.876566,0.977543,0.971401
5887,1485050010750588,1485050011320043,569455,80489580111,80490148884,568773,0.941748,0.877381,0.976835,0.971028
5891,1485050010817291,1485050011386785,569494,80489646817,80490215633,568816,0.941955,0.878154,0.976965,0.970745
5895,1485050010884055,1485050011453512,569457,80489713571,80490282359,568788,0.941518,0.8771,0.976719,0.970736
5899,1485050010950781,1485050011520237,569456,80489780293,80490349086,568793,0.941876,0.878178,0.976791,0.970659
5903,1485050011017510,1485050011586924,569414,80489847019,80490415787,568768,0.941227,0.877142,0.97601,0.970529
5907,1485050011084270,1485050011653672,569402,80489913750,80490482539,568789,0.942086,0.878678,0.976649,0.9709
5911,1485050011150975,1485050011720436,569461,80489980477,80490549263,568786,0.942242,0.877752,0.977604,0.9713
5915,1485050011217700,1485050011787171,569471,80490047203,80490615993,568790,0.941864,0.877435,0.977355,0.970802
5919,1485050011284427,1485050011853914,569487,80490113924,80490682719,568795,0.941271,0.876073,0.976799,0.970941
5923,1485050011351152,1485050011920549,569397,80490180628,80490749418,568790,0.941794,0.877099,0.977063,0.971219
5927,1485050011417881,1485050011987240,569359,80490247382,80490816143,568761,0.941196,0.875931,0.97657,0.971087
5931,1485050011484607,1485050012054001,569394,80490314108,80490882871,568763,0.941434,0.876772,0.976827,0.970705
5935,1485050011551285,1485050012120734,569449,80490380804,80490949629,568825,0.941039,0.87635,0.976266,0.970
5939,1485050011618046,1485050012187493,569447,80490447558,80491016355,568797,0.941434,0.877016,0.976603,0.970683
5943,1485050011684772,1485050012254217,569445,80490514282,80491083077,568795,0.942353,0.8783,0.977601,0.971158
5947,1485050011751505,1485050012304243,552738,80490581014,80491133120,552106,0.941709,0.87788,0.976737,0.970511
5951,1485050011818216,1485050012370962,552746,80490647733,80491199820,552087,0.942508,0.879079,0.977431,0.971015
5955,1485050011884956,1485050012437684,552728,80490714464,80491266545,552081,0.942192,0.878625,0.977187,0.970764
5959,1485050011951656,1485050012504436,552780,80490781161,80491333298,552137,0.941761,0.877938,0.976733,0.970612
5963,1485050012018388,1485050012571144,552756,80490847914,80491400024,552110,0.941257,0.876603,0.976611,0.970557
5967,1485050012085095,1485050012637876,552781,80490914614,80491466750,552136,0.940731,0.875394,0.976457,0.970342
5971,1485050012151814,1485050012704604,552790,80490981339,80491533482,552143,0.941185,0.875087,0.977637,0.970832
5975,1485050012218599,1485050012771320,552721,80491048093,80491600178,552085,0.941011,0.875098,0.976927,0.971006
