# base timestamp: 1517626661713
60.133 63.736 22.2788
63.603 66.455 13.4311
69.459 71.626 14.0066
73.996 75.714 13.3641
78.717 80.034 13.3009
83.038 84.388 13.3611
87.375 88.859 13.2753
91.879 93.463 13.1688
96.450 98.117 13.3799
101.104 102.805 13.5355
104.808 106.459 11.7553
105.659 106.559 11.7512
105.792 106.659 11.9602
105.925 106.759 11.9378
106.059 106.842 11.7928
106.192 106.942 11.7591
106.293 107.026 11.666
106.376 107.109 11.5494
106.443 107.159 11.5984
106.526 107.226 11.684
106.593 107.276 11.9236
106.693 107.359 12.1492
106.793 107.443 12.1665
106.893 107.526 12.0713
106.993 107.610 11.9203
107.077 107.676 11.7964
107.143 107.743 11.7638
107.210 107.793 11.8269
107.260 107.826 12.0955
107.327 107.876 11.9937
107.394 107.926 12.2456
107.477 107.993 12.1892
107.577 108.093 12.1929
107.627 108.127 11.5393
107.644 108.143 11.4771
107.660 108.160 11.5158
107.694 108.177 11.6687
107.711 108.193 11.6708
107.727 108.210 11.7868
107.744 108.227 11.745
107.761 108.243 11.8097
107.777 108.260 11.7203
107.794 108.277 11.7117
107.811 108.294 11.6334
107.827 108.310 11.678
107.844 108.327 11.6406
107.861 108.344 11.6912
107.877 108.360 11.683
107.894 108.377 11.7599
107.911 108.394 11.7144
107.961 108.444 11.5358
107.994 108.477 11.4775
108.027 108.510 11.4768
108.078 108.560 11.3863
108.111 108.594 11.4263
108.161 108.627 11.4873
108.211 108.677 11.4744
108.261 108.727 11.598
108.328 108.794 11.4602
108.428 108.894 11.2257
108.578 109.044 10.9688
108.678 109.128 11.0046
108.745 109.194 11.0216
108.812 109.261 10.9713
108.862 109.311 11.0992
108.912 109.361 11.0784
108.962 109.394 11.2843
109.028 109.461 11.3217
109.095 109.528 11.2981
109.162 109.595 11.3181
109.212 109.645 11.2828
109.262 109.678 11.3059
109.312 109.728 11.2053
109.362 109.778 11.2869
109.412 109.828 11.2394
109.445 109.862 11.2879
109.512 109.928 11.3772
109.562 109.978 11.4955
109.629 110.045 11.5364
109.696 110.095 11.5277
109.746 110.145 11.3881
109.796 110.195 11.2075
109.829 110.229 11.2052
109.879 110.279 11.0915
109.929 110.329 11.1747
109.979 110.379 11.213
110.046 110.429 11.382
110.096 110.479 11.4742
110.146 110.529 11.4935
110.196 110.579 11.6557
110.229 110.612 11.6412
110.263 110.646 11.5983
110.296 110.679 11.5704
110.330 110.712 11.5232
110.380 110.762 11.4118
110.413 110.796 11.5063
110.463 110.846 11.569
110.513 110.879 11.5516
110.563 110.929 11.7026
110.596 110.963 11.6826
110.630 110.996 11.661
110.663 111.029 11.6221
110.697 111.063 11.7015
110.730 111.096 11.6954
110.763 111.130 11.6845
110.797 111.163 11.7887
110.847 111.213 11.7554
110.897 111.263 11.862
110.930 111.296 11.8414
110.980 111.346 11.7303
111.014 111.380 11.6606
111.047 111.396 11.6089
111.080 111.430 11.6135
111.114 111.463 11.5738
111.147 111.496 11.5755
111.197 111.546 11.7518
111.247 111.597 11.7241
111.297 111.647 11.7711
111.347 111.697 11.6359
111.397 111.747 11.5993
111.431 111.780 11.5164
111.464 111.813 11.5272
111.497 111.847 11.4715
111.531 111.880 11.4481
111.564 111.914 11.4788
111.614 111.964 11.3847
111.664 112.014 11.4881
111.681 112.047 11.6119
111.731 112.080 11.6417
111.781 112.114 11.5433
111.831 112.164 11.4998
111.864 112.197 10.3208
111.881 112.214 10.2439
111.914 112.247 10.3359
111.931 112.264 10.4357
111.964 112.297 10.5862
111.981 112.314 10.6681
112.014 112.331 10.5674
112.031 112.347 10.5727
112.048 112.364 10.5476
112.064 112.381 10.6062
112.081 112.397 10.5685
112.115 112.447 10.759
112.131 112.464 10.8821
112.165 112.481 10.7851
112.181 112.497 10.774
112.215 112.531 10.8137
112.231 112.547 10.8439
112.265 112.597 10.9906
112.281 112.614 10.936
112.315 112.648 10.9369
112.331 112.664 10.9281
112.365 112.698 10.8796
112.381 112.714 10.8743
112.415 112.748 10.9533
112.432 112.764 11.128
112.465 112.798 11.1454
112.482 112.814 11.0786
112.515 112.848 11.1071
112.532 112.864 11.1521
112.565 112.898 11.2149
112.582 112.914 11.1886
112.615 112.948 11.1483
112.632 112.964 11.2083
112.665 112.998 11.2353
112.682 113.015 11.1871
112.715 113.048 11.319
112.732 113.065 11.3049
112.765 113.098 11.264
112.782 113.115 11.1756
112.815 113.148 11.1103
112.832 113.165 11.1161
112.865 113.198 11.1979
112.882 113.215 11.0696
112.915 113.248 11.1198
112.932 113.265 11.1935
112.965 113.298 11.1384
112.982 113.315 11.0529
113.015 113.348 11.0411
113.032 113.382 11.204
113.065 113.398 11.1684
113.082 113.432 11.1417
113.099 113.448 11.1328
113.116 113.465 11.0818
113.132 113.482 11.1359
113.149 113.498 11.1236
113.166 113.515 11.1698
