# base timestamp: 1517946949397
66.859 69.310 13.5054
72.331 74.465 13.417
77.486 79.620 13.2225
82.624 84.207 13.234
87.228 88.261 13.5149
91.298 92.048 13.556
95.052 96.302 13.1889
99.323 100.239 13.2938
103.259 104.192 11.6328
107.230 108.079 13.3467
108.798 109.280 13.0794
109.031 109.514 11.7119
109.132 109.614 11.6409
109.198 109.681 11.8582
109.265 109.747 11.6837
109.332 109.848 12.2011
109.432 109.964 12.2863
109.532 110.114 12.3524
109.599 110.148 12.3239
109.665 110.231 12.3557
109.732 110.281 12.3264
109.799 110.348 12.3738
109.866 110.448 12.3758
109.932 110.498 12.318
109.999 110.582 12.397
110.066 110.682 12.5295
110.133 110.748 12.609
110.199 110.849 12.6574
110.233 110.882 12.7314
110.266 110.932 12.7594
110.299 110.965 12.7558
110.333 110.999 12.6871
110.366 111.015 12.7088
110.399 111.099 12.6939
110.416 111.132 12.9154
110.466 111.165 12.914
110.499 111.215 12.9482
110.600 111.282 12.6909
110.700 111.382 12.7062
110.800 111.482 12.7433
110.900 111.582 12.6545
110.967 111.649 12.7344
111.067 111.749 12.687
111.117 111.816 12.791
111.200 111.883 12.7389
111.300 111.983 12.8515
111.500 112.183 12.6782
111.617 112.316 12.6339
111.767 112.450 12.4162
111.901 112.583 12.3519
112.018 112.717 12.3016
112.101 112.784 12.3366
112.201 112.884 12.5681
112.318 113.017 12.5071
112.468 113.151 12.4933
112.585 113.284 12.6698
112.718 113.401 12.7371
112.852 113.534 12.7457
112.952 113.634 12.6765
113.018 113.701 12.6322
113.085 113.768 12.6157
113.152 113.835 12.6912
113.219 113.885 12.5959
113.285 113.951 12.8266
113.385 114.068 12.0632
113.419 114.085 12.1137
113.452 114.118 11.9983
113.519 114.185 11.901
113.586 114.268 11.8713
113.619 114.285 11.9722
113.686 114.368 12.0693
113.853 114.535 12.1044
114.186 114.869 11.8876
114.353 115.036 11.8246
114.553 115.252 11.7509
114.753 115.453 11.8015
114.954 115.653 11.7309
115.087 115.786 11.7353
115.254 116.020 11.9435
115.487 116.253 11.7965
115.688 116.454 11.9678
115.854 116.620 12.1334
116.055 116.821 11.8739
116.221 116.987 11.6793
116.388 117.171 11.5745
116.555 117.338 11.4928
116.722 117.505 11.1687
116.889 117.671 11.1937
117.089 117.938 11.0415
117.289 118.155 10.9096
117.489 118.372 10.9301
117.689 118.572 10.9969
117.856 118.756 10.922
118.056 118.989 10.8839
118.123 119.056 9.86235
118.190 119.123 9.73024
118.257 119.206 9.6375
118.323 119.273 9.60757
118.390 119.340 9.61131
118.423 119.373 9.80004
118.490 119.440 9.61482
118.590 119.557 9.73309
118.857 119.823 9.33347
119.024 119.990 9.34943
119.324 120.291 9.07068
119.558 120.524 9.11874
119.725 120.691 9.22142
119.825 120.791 9.41994
119.958 120.941 9.28765
120.092 121.075 9.21895
120.225 121.191 9.34045
120.325 121.291 9.40712
120.425 121.392 9.39876
120.525 121.492 9.30867
120.592 121.575 9.28322
120.659 121.642 9.30587
120.759 121.742 9.33762
120.826 121.792 9.55272
120.926 121.909 9.51328
121.059 122.042 9.61944
121.159 122.142 9.71262
121.226 122.192 9.67217
121.293 122.276 9.7331
121.360 122.342 9.7527
121.426 122.409 9.6461
121.493 122.476 9.70691
121.560 122.543 9.68207
121.626 122.609 9.72036
121.693 122.676 9.8917
121.760 122.743 9.8459
121.860 122.843 9.84294
121.927 122.910 9.78808
121.993 122.976 9.75014
122.060 123.043 9.68146
122.127 123.110 9.68472
122.194 123.176 9.71325
122.260 123.243 9.74003
122.327 123.293 9.85716
122.394 123.377 9.82879
122.460 123.443 9.8864
122.527 123.493 9.7813
122.594 123.560 9.76525
122.661 123.644 9.72031
122.727 123.694 9.66274
122.794 123.760 9.80667
122.861 123.827 9.70545
122.928 123.894 9.75248
122.994 123.961 9.91997
123.061 124.027 9.92065
123.128 124.077 9.91881
123.194 124.144 9.87358
123.261 124.211 9.85383
123.328 124.278 9.86568
123.361 124.311 9.89833
123.428 124.378 9.91892
123.461 124.411 10.0092
123.528 124.478 10.0709
123.595 124.544 10.0342
123.662 124.594 9.98978
123.728 124.661 9.87171
123.795 124.728 9.77698
123.862 124.795 9.75786
123.929 124.861 9.74315
