162.23 14.2603
145.56 14.2603
329.03 19.2283
312.37 19.2283
295.69 19.2283
278.99 19.2283
279.01 16.4073
262.33 16.4073
245.65 16.4073
228.95 16.4073
212.28 16.4073
195.60 16.4073
178.90 16.4073
212.29 15.7459
195.63 15.7459
178.93 15.7459
162.27 15.7459
145.57 15.7459
128.90 15.7459
112.20 15.7459
145.56 15.0561
128.86 15.0561
112.20 15.0561
195.59 16.4842
178.92 16.4842
162.22 16.4842
195.61 15.4072
178.91 15.4072
162.23 15.4072
162.22 16.2108
145.54 16.2108
128.86 16.2108
278.99 18.6195
262.33 18.6195
245.63 18.6195
228.94 18.6195
228.95 15.888
212.26 15.888
195.58 15.888
228.95 17.2357
212.26 17.2357
195.58 17.2357
178.90 17.2357
295.68 19.0332
278.99 19.0332
262.31 19.0332
245.61 19.0332
245.63 15.7319
228.95 15.7319
212.26 15.7319
212.26 16.1986
195.58 16.1986
178.90 16.1986
178.90 16.417
162.22 16.417
145.54 16.417
128.86 16.417
228.95 17.3536
212.26 17.3536
195.60 17.3536
295.67 19.0982
278.99 19.0982
262.31 19.0982
245.63 19.0982
245.63 15.9973
228.95 15.9973
212.26 15.9973
195.58 15.9973
178.90 15.9973
162.22 15.9973
145.54 15.9973
178.90 17.2383
162.22 17.2383
145.52 17.2383
279.01 17.3094
262.31 17.3094
245.63 17.3094
228.94 17.3094
228.95 18.9324
212.27 18.9324
195.61 18.9324
195.59 15.7508
178.90 15.7508
162.22 15.7508
145.53 15.7508
195.58 16.5171
178.90 16.5171
162.22 16.5171
145.54 16.5171
178.90 16.53
162.22 16.53
145.54 16.53
345.71 19.0901
329.04 19.0901
312.35 19.0901
295.67 19.0901
295.67 16.5075
278.99 16.5075
262.31 16.5075
262.31 17.3282
245.63 17.3282
228.95 17.3282
295.67 15.5954
278.99 15.5954
262.31 15.5954
245.63 15.5954
228.95 15.5954
212.26 15.5954
195.58 15.5954
178.90 15.5954
162.24 15.5954
145.54 15.5954
128.85 15.5954
212.28 19.2263
195.58 19.2263
178.90 19.2263
295.67 16.4361
278.99 16.4361
262.31 16.4361
245.63 16.4361
362.40 19.2119
345.71 19.2119
329.05 19.2119
312.35 19.2119
295.67 19.2119
278.99 19.2119
262.31 19.2119
379.08 18.9178
362.40 18.9178
345.72 18.9178
329.04 18.9178
312.35 18.9178
295.67 18.9178
278.99 18.9178
262.30 18.9178
245.63 18.9178
362.40 15.8627
345.72 15.8627
329.01 15.8627
312.34 15.8627
295.67 15.8627
278.99 15.8627
262.31 15.8627
245.63 15.8627
228.97 15.8627
212.25 15.8627
195.58 15.8627
178.92 15.8627
195.57 15.5525
178.90 15.5525
162.22 15.5525
195.58 16.4324
178.90 16.4324
162.22 16.4324
145.54 16.4324
195.56 17.3913
178.88 17.3913
162.20 17.3913
295.65 18.8906
278.96 18.8906
262.29 18.8906
245.61 18.8906
245.65 16.1285
228.95 16.1285
212.27 16.1285
228.94 17.2141
212.26 17.2141
195.58 17.2141
178.90 17.2141
295.68 18.9191
278.99 18.9191
262.33 18.9191
245.65 18.9191
245.60 19.0762
228.97 19.0762
212.28 19.0762
245.67 16.5248
228.97 16.5248
212.29 16.5248
195.61 16.5248
278.99 16.4335
262.31 16.4335
245.62 16.4335
228.95 16.4335
228.97 17.2667
212.26 17.2667
195.60 17.2667
178.90 17.2667
162.22 17.2667
145.54 17.2667
128.86 17.2667
212.26 16.0835
195.55 16.0835
178.90 16.0835
178.90 16.1769
162.22 16.1769
145.54 16.1769
145.54 17.3491
128.86 17.3491
112.17 17.3491
145.54 15.809
128.86 15.809
112.18 15.809
145.54 18.9773
128.86 18.9773
112.18 18.9773
262.31 16.0257
245.63 16.0257
228.95 16.0257
228.95 16.0079
212.26 16.0079
195.58 16.0079
195.58 15.8346
178.90 15.8346
162.22 15.8346
379.08 18.4916
362.40 18.4916
345.72 18.4916
329.01 18.4916
312.35 18.4916
295.67 18.4916
278.99 18.4916
278.98 15.6737
262.30 15.6737
245.62 15.6737
228.94 15.6737
228.94 17.2171
212.26 17.2171
195.58 17.2171
178.90 17.2171
212.26 17.2623
195.58 17.2623
178.90 17.2623
195.59 16.4248
178.91 16.4248
162.23 16.4248
329.01 19.3509
312.31 19.3509
295.64 19.3509
278.95 19.3509
462.50 16.6434
445.80 16.6434
429.12 16.6434
412.44 16.6434
395.76 16.6434
379.08 16.6434
362.39 16.6434
345.72 16.6434
329.06 16.6434
312.35 16.6434
395.76 15.7588
379.08 15.7588
362.42 15.7588
345.71 15.7588
329.03 15.7588
312.35 15.7588
295.66 15.7588
278.98 15.7588
262.31 15.7588
245.63 15.7588
228.97 15.7588
278.99 19.0891
262.31 19.0891
245.63 19.0891
228.94 19.0891
212.26 19.0891
195.58 19.0891
178.90 19.0891
162.22 19.0891
195.58 15.8171
178.90 15.8171
162.24 15.8171
162.20 15.5266
145.54 15.5266
128.86 15.5266
112.18 15.5266
178.88 19.1654
162.20 19.1654
145.52 19.1654
178.90 17.2819
162.22 17.2819
145.54 17.2819
128.88 17.2819
178.91 15.9148
162.23 15.9148
145.55 15.9148
162.22 14.8933
145.54 14.8933
128.86 14.8933
112.18 14.8933
145.54 15.6462
128.88 15.6462
112.20 15.6462
228.95 17.2586
212.26 17.2586
195.58 17.2586
195.60 15.8109
178.90 15.8109
162.21 15.8109
162.22 16.3818
145.54 16.3818
128.86 16.3818
162.22 15.3964
145.50 15.3964
128.86 15.3964
178.88 18.2256
162.20 18.2256
145.52 18.2256
245.60 15.8324
228.94 15.8324
212.26 15.8324
195.58 15.8324
245.63 15.6325
228.95 15.6325
212.27 15.6325
195.58 15.6325
178.90 15.6325
162.22 15.6325
195.59 15.5851
178.91 15.5851
162.23 15.5851
162.22 17.1628
145.55 17.1628
128.86 17.1628
112.18 17.1628
162.22 16.2477
145.54 16.2477
128.86 16.2477
295.69 15.4012
279.01 15.4012
262.31 15.4012
262.31 19.3183
245.65 19.3183
228.94 19.3183
212.26 19.3183
195.57 19.3183
178.90 19.3183
162.21 19.3183
162.22 15.8958
145.52 15.8958
128.86 15.8958
162.22 16.5306
145.54 16.5306
128.86 16.5306
162.22 15.4782
145.54 15.4782
128.86 15.4782
162.23 18.6481
145.54 18.6481
128.86 18.6481
112.18 18.6481
195.58 15.9527
178.90 15.9527
162.24 15.9527
228.93 19.2528
212.25 19.2528
195.56 19.2528
178.88 19.2528
212.26 15.7435
195.58 15.7435
178.88 15.7435
162.20 15.7435
145.52 15.7435
128.84 15.7435
228.93 19.0884
212.26 19.0884
195.58 19.0884
312.35 16.199
295.67 16.199
279.01 16.199
262.33 16.199
345.72 16.162
329.03 16.162
312.33 16.162
295.65 16.162
278.99 16.162
262.31 16.162
245.63 16.162
228.95 16.162
212.26 16.162
312.37 16.9807
295.67 16.9807
279.01 16.9807
262.31 16.9807
245.63 16.9807
228.95 16.9807
212.26 16.9807
212.27 19.113
195.61 19.113
178.93 19.113
195.60 17.6162
178.92 17.6162
162.24 17.6162
145.54 17.6162
262.29 19.2268
245.61 19.2268
228.92 19.2268
212.25 19.2268
212.28 17.5328
195.62 17.5328
178.94 17.5328
212.29 16.3636
195.59 16.3636
178.91 16.3636
162.23 16.3636
228.97 17.3952
212.26 17.3952
195.60 17.3952
212.25 17.442
195.57 17.442
178.90 17.442
162.21 17.442
145.53 17.442
128.85 17.442
112.17 17.442
212.26 19.0778
195.59 19.0778
178.90 19.0778
295.67 16.062
278.98 16.062
262.31 16.062
245.62 16.062
245.63 19.1677
228.95 19.1677
212.27 19.1677
212.24 17.0572
195.59 17.0572
178.90 17.0572
162.22 17.0572
162.22 16.7937
145.54 16.7937
128.86 16.7937
178.91 19.2892
162.22 19.2892
145.55 19.2892
262.30 19.2914
245.62 19.2914
228.94 19.2914
329.04 16.1326
312.35 16.1326
295.67 16.1326
278.98 16.1326
262.30 16.1326
245.62 16.1326
228.94 16.1326
345.71 19.1364
329.02 19.1364
312.35 19.1364
295.67 19.1364
279.01 19.1364
262.31 19.1364
245.63 19.1364
279.00 17.5681
262.31 17.5681
245.63 17.5681
228.97 17.5681
212.26 17.5681
195.58 17.5681
178.91 17.5681
162.21 17.5681
145.54 17.5681
128.88 17.5681
212.28 18.8007
195.59 18.8007
178.92 18.8007
178.92 15.9964
162.22 15.9964
145.53 15.9964
128.86 15.9964
162.20 15.8135
145.52 15.8135
128.86 15.8135
162.21 16.6524
145.56 16.6524
128.88 16.6524
112.20 16.6524
162.21 16.0687
145.56 16.0687
128.88 16.0687
228.95 16.2586
212.26 16.2586
195.58 16.2586
178.90 16.2586
178.93 16.3626
162.23 16.3626
145.55 16.3626
178.90 17.3329
162.22 17.3329
145.54 17.3329
162.21 16.1162
145.54 16.1162
128.85 16.1162
112.18 16.1162
178.88 16.6579
162.20 16.6579
145.52 16.6579
245.63 18.8962
228.94 18.8962
212.26 18.8962
195.58 18.8962
195.58 16.4575
178.91 16.4575
162.23 16.4575
212.25 17.3524
195.56 17.3524
178.88 17.3524
162.19 17.3524
295.67 16.8146
279.02 16.8146
262.32 16.8146
262.32 15.6732
245.64 15.6732
228.96 15.6732
228.95 19.2333
212.26 19.2333
195.58 19.2333
178.90 19.2333
178.89 16.5966
162.22 16.5966
145.54 16.5966
145.56 15.6992
128.85 15.6992
112.18 15.6992
128.86 16.133
112.18 16.133
95.50 16.133
162.22 15.6786
145.53 15.6786
128.85 15.6786
212.26 16.0241
195.58 16.0241
178.90 16.0241
178.90 15.7947
162.22 15.7947
145.54 15.7947
128.86 15.7947
112.20 15.7947
95.52 15.7947
162.25 17.2971
145.57 17.2971
128.86 17.2971
295.67 18.4419
278.99 18.4419
262.31 18.4419
262.31 19.0827
245.63 19.0827
228.95 19.0827
228.95 16.8341
212.26 16.8341
195.57 16.8341
195.58 15.9417
178.90 15.9417
162.21 15.9417
162.22 16.3098
145.56 16.3098
128.87 16.3098
278.96 15.5918
262.29 15.5918
245.61 15.5918
245.62 16.49
228.96 16.49
212.26 16.49
212.28 19.0151
195.58 19.0151
178.91 19.0151
162.25 19.0151
162.20 15.8383
145.54 15.8383
128.84 15.8383
145.55 16.5716
128.88 16.5716
112.18 16.5716
245.63 19.1923
228.93 19.1923
212.24 19.1923
212.24 16.3962
195.54 16.3962
178.90 16.3962
195.59 16.0136
178.90 16.0136
162.24 16.0136
162.22 17.4899
145.54 17.4899
128.86 17.4899
145.54 15.7638
128.88 15.7638
112.20 15.7638
128.88 16.6687
112.20 16.6687
95.51 16.6687
145.57 16.2114
128.89 16.2114
112.19 16.2114
212.26 17.3398
195.60 17.3398
178.90 17.3398
178.90 16.5548
162.20 16.5548
145.54 16.5548
162.22 18.46
145.56 18.46
128.86 18.46
245.65 15.8448
228.93 15.8448
212.26 15.8448
212.24 16.3959
195.56 16.3959
178.88 16.3959
195.60 16.4241
178.92 16.4241
162.22 16.4241
145.56 16.4241
145.54 17.2035
128.86 17.2035
112.18 17.2035
145.56 18.5925
128.86 18.5925
112.18 18.5925
128.86 15.9913
112.18 15.9913
95.49 15.9913
145.56 16.0657
128.86 16.0657
112.18 16.0657
245.63 17.2946
228.94 17.2946
212.26 17.2946
212.26 16.0689
195.60 16.0689
178.90 16.0689
228.94 18.9679
212.28 18.9679
195.58 18.9679
178.90 18.9679
162.22 18.9679
145.54 18.9679
128.86 18.9679
128.86 16.6364
112.18 16.6364
95.50 16.6364
162.23 19.2086
145.55 19.2086
128.87 19.2086
212.26 16.5499
195.58 16.5499
178.90 16.5499
312.35 18.9572
295.67 18.9572
278.99 18.9572
262.31 18.9572
245.63 18.9572
