98.12 6.90133
114.67 6.92971
81.21 6.94874
64.37 7.0634
114.23 7.14317
97.43 7.18583
63.95 7.1438
63.81 7.25359
63.65 7.37606
80.22 7.3718
63.37 7.44107
79.92 7.51056
96.42 7.46949
62.97 7.47275
79.50 7.54403
96.03 7.50577
95.89 7.55517
95.77 7.47749
95.60 7.49428
95.47 7.48908
95.33 7.43892
78.52 7.46948
78.36 7.61858
94.93 7.55475
111.43 7.68846
77.96 7.6745
77.84 7.51348
110.98 7.60543
77.53 7.4475
110.70 7.37538
110.59 7.30544
110.47 7.36462
127.04 7.31831
93.51 7.32765
60.09 7.38402
109.95 7.33733
76.45 7.37667
109.67 7.298
76.21 7.31823
92.67 7.34337
125.89 7.34065
109.08 7.21081
75.61 7.30034
92.17 7.16393
75.33 7.18701
58.55 7.25455
75.03 7.2725
108.28 7.22233
91.44 7.18275
91.29 7.24107
107.83 7.27466
91.05 7.22142
90.91 7.15844
90.74 7.14649
73.94 7.16113
57.10 7.28617
90.32 7.31214
106.82 7.38281
90.02 7.32962
89.90 7.38533
89.76 7.34267
72.98 7.38935
89.51 7.53268
139.34 7.39163
89.17 7.43768
105.67 7.37216
72.22 7.35649
88.74 7.42598
105.28 7.40209
71.80 7.42991
88.33 7.55675
71.51 7.57064
88.04 7.60876
87.89 7.59629
104.40 7.57275
87.62 7.62171
104.15 7.60632
104.00 7.55501
70.57 7.52681
120.40 7.42821
103.59 7.33968
70.12 7.33503
69.98 7.37201
69.84 7.29863
103.03 7.43175
102.91 7.46071
102.75 7.5278
85.94 7.51596
102.50 7.56655
85.66 7.4704
68.87 7.49923
85.42 7.53117
85.24 7.66402
118.46 7.6189
68.24 7.65038
101.48 7.59482
84.68 7.66653
134.61 7.62371
134.46 7.78514
100.99 7.80493
100.82 7.66093
84.04 7.64131
83.89 7.72763
83.76 7.756
116.93 7.72602
133.46 7.66317
100.05 7.72092
116.50 7.67116
83.06 7.69852
99.59 7.7516
116.14 7.84353
99.33 7.95429
149.16 7.87392
132.35 7.8325
115.58 7.83451
82.08 7.8439
98.57 7.93483
131.80 7.98358
131.66 7.89763
98.19 7.90452
131.38 7.70576
97.90 7.65783
81.07 7.65907
130.96 7.48956
97.48 7.2988
80.68 7.30722
97.23 7.31326
97.06 7.32458
96.90 7.31505
96.75 7.25727
113.28 7.26052
96.47 7.21073
96.35 7.452
146.19 7.26241
112.74 7.11781
95.94 7.18398
95.74 7.28146
78.96 7.38562
245.50 7.3455
212.04 7.53331
178.57 7.76642
145.09 7.70805
111.59 7.66873
111.43 7.83342
78.02 7.90557
127.84 7.72511
94.37 7.69279
94.20 7.72113
94.09 7.8563
127.25 7.86311
110.47 7.80789
77.02 7.96196
110.22 8.06332
126.72 8.10567
93.22 8.07722
93.14 8.22808
126.30 8.30243
109.50 8.22812
109.36 8.22498
75.86 8.2435
75.74 8.30272
108.96 8.33701
92.15 8.39018
58.66 8.40706
75.16 8.43286
91.74 8.48566
208.20 8.66634
224.73 8.55736
224.68 8.42888
191.23 8.3913
124.37 8.35208
90.91 8.36491
74.11 8.38944
107.26 8.37149
107.15 8.3597
90.34 8.36994
106.87 8.45076
106.71 8.50034
106.57 8.40765
89.76 8.40691
106.34 8.4061
89.54 8.44288
89.34 8.40597
89.23 8.37119
89.09 8.44404
105.61 8.42927
72.17 8.41633
88.64 8.53962
305.06 6.89594
288.23 6.88538
254.76 6.83578
221.30 6.88137
187.79 7.00759
154.35 7.18361
120.91 7.36382
104.10 7.29655
70.60 7.32607
87.10 7.50773
120.32 7.50432
70.14 7.57715
53.34 7.69719
86.53 7.84995
103.06 7.86484
69.61 7.93274
186.10 8.33844
152.63 8.26401
119.16 8.29171
85.69 8.44146
68.89 8.32976
68.77 8.47707
85.24 8.54517
68.47 8.6044
101.66 8.681
134.85 8.69836
101.38 8.68161
67.93 8.7526
101.09 8.82309
117.63 8.87852
84.15 8.91492
83.99 8.9685
100.54 9.00094
133.73 8.98789
100.23 8.93354
66.77 8.97548
49.95 9.02585
83.19 9.07444
116.35 9.09363
116.21 9.14318
132.74 9.10117
132.63 9.01743
99.15 8.9851
115.68 8.92512
98.87 8.91369
115.40 8.92043
98.59 8.93702
165.12 8.89644
131.65 8.90241
98.17 8.8798
131.44 8.87969
181.29 8.87818
164.49 8.89395
114.32 8.93863
130.84 8.83023
130.70 8.76739
97.23 8.70695
80.42 8.6383
80.28 8.51621
113.47 8.47346
113.33 8.53372
79.86 8.44774
79.72 8.52661
79.58 8.62388
96.11 8.65704
112.64 8.64349
79.16 8.72722
95.69 8.84227
112.22 8.86075
95.44 8.95245
128.60 8.88684
95.13 8.8372
61.68 8.81121
94.85 8.83579
128.04 8.75052
94.57 8.715
111.10 8.69864
144.29 8.61444
110.81 8.45599
77.34 8.53925
110.56 8.43662
77.06 8.44191
110.19 8.47738
110.08 8.39698
109.94 8.28124
109.77 8.02413
92.99 7.92836
59.55 7.9253
76.05 7.99104
92.58 7.93361
75.77 7.98812
92.30 8.06856
125.49 8.02008
108.65 7.92943
91.91 7.92216
58.37 8.00016
74.95 8.01576
74.79 7.99731
74.65 8.01659
74.51 8.11261
91.03 8.29165
157.59 8.08981
124.10 8.05642
90.62 8.14597
123.81 8.03442
107.00 7.97586
90.20 7.79707
56.72 7.80589
73.25 7.98665
123.10 7.99095
89.64 7.89491
89.50 8.01954
122.69 7.98459
105.91 7.73794
89.08 7.72731
72.30 7.82544
88.80 7.80216
105.32 7.82188
121.82 7.77885
105.04 7.74922
88.24 7.85307
88.13 8.02692
104.66 7.96971
104.55 7.96216
104.37 7.96332
87.57 7.87047
54.10 7.88375
70.62 7.92253
103.82 8.13768
137.01 8.08522
103.51 7.95815
70.07 8.09697
119.92 8.15385
103.12 7.99295
86.31 7.88468
69.51 8.14425
102.69 8.10792
102.56 7.9665
69.08 7.99367
68.94 8.12202
68.83 8.3219
85.33 8.30256
101.88 8.20546
68.36 8.04803
101.58 7.91881
68.11 7.88901
67.96 7.96013
84.49 7.92766
67.69 7.95748
67.57 8.0956
117.40 8.09173
83.96 8.00518
83.79 7.97982
83.65 7.91884
83.45 8.01348
133.36 7.90553
99.83 7.90208
99.75 8.02031
116.22 7.93624
66.11 7.92108
82.64 7.93853
115.86 7.86085
82.34 7.88308
65.57 7.9371
98.76 8.04218
131.95 8.03917
115.14 7.97997
98.34 7.86712
98.20 7.88688
98.06 7.83094
114.58 7.86524
